2005-09-02,data/ORCL2
2005-09-06,data/MSFT2
2004-11-19,data/GOOGL
2013-11-04,data/ORCL2
2013-11-01,data/MSFT2
2015-05-18,data/MSFT2
2015-05-19,data/MSFT2
2015-05-15,data/ORCL2
2015-05-11,data/MSFT2
2015-05-12,data/ORCL2
2015-05-13,data/GOOGL
2013-02-28,data/YHOO2
2013-02-27,data/MSFT2
