Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-07-28,661.76,664.1,653.41,659.66,1684105.0,0.0,1.0,661.76,664.1,653.41,659.66,1684105.0
2015-07-27,651.57,667.07,651.55,658.27,2722151.0,0.0,1.0,651.57,667.07,651.55,658.27,2722151.0
2015-07-24,676.77,677.79,653.18,654.77,3880891.0,0.0,1.0,676.77,677.79,653.18,654.77,3880891.0
2015-07-23,691.85,696.07,671.59,674.73,3698707.0,0.0,1.0,691.85,696.07,671.59,674.73,3698707.0
2015-07-22,694.02,713.33,691.62,695.1,4114199.0,0.0,1.0,694.02,713.33,691.62,695.1,4114199.0
2015-07-21,684.88,705.6,684.15,695.35,3729129.0,0.0,1.0,684.88,705.6,684.15,695.35,3729129.0
2015-07-20,688.98,697.8,681.77,692.84,4514490.0,0.0,1.0,688.98,697.8,681.77,692.84,4514490.0
2015-07-17,680.0,703.0,678.0,699.62,12807881.0,0.0,1.0,680.0,703.0,678.0,699.62,12807881.0
2015-07-16,589.5,604.5,604.5,601.78,3962373.0,0.0,1.0,589.5,604.5,604.5,601.78,3962373.0
2015-07-15,583.74,588.69,580.21,583.96,2035758.0,0.0,1.0,583.74,588.69,580.21,583.96,2035758.0
2015-07-14,574.5,589.7087,574.17,584.18,3691472.0,0.0,1.0,574.5,589.7087,574.17,584.18,3691472.0
2015-07-10,553.71,559.29,552.0,556.11,2146574.0,0.0,1.0,553.71,559.29,552.0,556.11,2146574.0
2015-07-09,548.65,548.88,544.62,544.65,1477666.0,0.0,1.0,548.65,548.88,544.62,544.65,1477666.0
2015-07-08,545.6,548.28,541.2,541.7,1361277.0,0.0,1.0,545.6,548.28,541.2,541.7,1361277.0
2015-07-07,547.43,551.0,539.85,550.03,1664103.0,0.0,1.0,547.43,551.0,539.85,550.03,1664103.0
2015-07-06,542.25,548.58,542.095,545.62,1270969.0,0.0,1.0,542.25,548.58,542.095,545.62,1270969.0
2015-07-02,544.74,548.0,543.57,547.34,1390383.0,0.0,1.0,544.74,548.0,543.57,547.34,1390383.0
2015-07-01,543.66,545.81,539.76,543.3,1517315.0,0.0,1.0,543.66,545.81,539.76,543.3,1517315.0
2015-06-30,545.09,545.9,539.54,540.04,1893297.0,0.0,1.0,545.09,545.9,539.54,540.04,1893297.0
2015-06-29,546.75,550.9,540.24,541.25,1874970.0,0.0,1.0,546.75,550.9,540.24,541.25,1874970.0
2015-06-26,559.71,560.0,551.85,553.06,1884151.0,0.0,1.0,559.71,560.0,551.85,553.06,1884151.0
2015-06-25,560.3,563.14,557.455,557.95,1321577.0,0.0,1.0,560.3,563.14,557.455,557.95,1321577.0
2015-06-24,562.48,562.64,556.81,558.57,1419650.0,0.0,1.0,562.48,562.64,556.81,558.57,1419650.0
2015-06-23,559.79,564.9,557.15,563.39,1520989.0,0.0,1.0,559.79,564.9,557.15,563.39,1520989.0
2015-06-22,559.41,565.61,558.91,559.68,1707476.0,0.0,1.0,559.41,565.61,558.91,559.68,1707476.0
2015-06-19,556.52,557.91,552.258,557.52,2718516.0,0.0,1.0,556.52,557.91,552.258,557.52,2718516.0
2015-06-18,548.0,557.25,548.0,556.18,2029974.0,0.0,1.0,548.0,557.25,548.0,556.18,2029974.0
2015-06-17,545.42,548.36,541.81,546.6,1200579.0,0.0,1.0,545.42,548.36,541.81,546.6,1200579.0
2015-06-16,544.48,546.69,541.5724,544.87,1609765.0,0.0,1.0,544.48,546.69,541.5724,544.87,1609765.0
2015-06-15,542.73,544.05,539.21,543.0,1342249.0,0.0,1.0,542.73,544.05,539.21,543.0,1342249.0
2015-06-12,547.15,548.85,545.63,547.47,1273383.0,0.0,1.0,547.15,548.85,545.63,547.47,1273383.0
2015-06-11,554.49,554.83,549.17,550.04,1293560.0,0.0,1.0,554.49,554.83,549.17,550.04,1293560.0
2015-06-10,545.7,554.78,545.11,552.6,1515805.0,0.0,1.0,545.7,554.78,545.11,552.6,1515805.0
2015-06-09,543.42,544.84,538.8506,542.16,1500846.0,0.0,1.0,543.42,544.84,538.8506,542.16,1500846.0
2015-06-08,549.61,549.87,542.95,543.48,1345487.0,0.0,1.0,549.61,549.87,542.95,543.48,1345487.0
2015-06-05,552.0,553.33,547.384,549.53,1212404.0,0.0,1.0,552.0,553.33,547.384,549.53,1212404.0
2015-06-04,552.18,555.96,549.12,551.69,1065166.0,0.0,1.0,552.18,555.96,549.12,551.69,1065166.0
2015-06-03,555.1,557.99,552.15,555.29,1311500.0,0.0,1.0,555.1,557.99,552.15,555.29,1311500.0
2015-06-02,547.43,558.79,546.55,553.95,1590245.0,0.0,1.0,547.43,558.79,546.55,553.95,1590245.0
2015-06-01,548.73,550.57,543.58,549.21,1626572.0,0.0,1.0,548.73,550.57,543.58,549.21,1626572.0
2015-05-29,553.2,553.94,545.04,545.32,2096529.0,0.0,1.0,553.2,553.94,545.04,545.32,2096529.0
2015-05-28,553.79,555.76,550.8,554.18,1162921.0,0.0,1.0,553.79,555.76,550.8,554.18,1162921.0
2015-05-27,548.68,555.29,546.5813,554.25,1724389.0,0.0,1.0,548.68,555.29,546.5813,554.25,1724389.0
2015-05-26,552.58,553.3305,542.97,547.19,1859291.0,0.0,1.0,552.58,553.3305,542.97,547.19,1859291.0
2015-05-22,554.46,558.24,553.62,554.52,1184816.0,0.0,1.0,554.46,558.24,553.62,554.52,1184816.0
2015-05-21,550.2,557.61,549.301,556.81,1682771.0,0.0,1.0,550.2,557.61,549.301,556.81,1682771.0
2015-05-20,550.92,556.065,545.1,552.51,1524428.0,0.0,1.0,550.92,556.065,545.1,552.51,1524428.0
2015-05-19,548.0,553.4,547.12,549.28,2344494.0,0.0,1.0,548.0,553.4,547.12,549.28,2344494.0
2015-05-18,543.82,548.34,542.25,546.67,1242389.0,0.0,1.0,543.82,548.34,542.25,546.67,1242389.0
2015-05-15,550.39,550.6,542.5,546.49,1657706.0,0.0,1.0,550.39,550.6,542.5,546.49,1657706.0
2015-05-14,543.97,549.69,542.5,549.2,1586833.0,0.0,1.0,543.97,549.69,542.5,549.2,1586833.0
2015-05-13,540.47,543.84,538.98,539.74,1190432.0,0.0,1.0,540.47,543.84,538.98,539.74,1190432.0
2015-05-12,542.81,542.961,535.0,538.73,1764123.0,0.0,1.0,542.81,542.961,535.0,538.73,1764123.0
2015-05-11,548.49,553.3699,545.6,545.78,1092923.0,0.0,1.0,548.49,553.3699,545.6,545.78,1092923.0
2015-05-08,548.87,552.8,548.03,548.95,1411264.0,0.0,1.0,548.87,552.8,548.03,548.95,1411264.0
2015-05-07,535.9,545.2,533.45,542.04,1592220.0,0.0,1.0,535.9,545.2,533.45,542.04,1592220.0
2015-05-06,542.64,543.93,532.235,535.08,1951728.0,0.0,1.0,542.64,543.93,532.235,535.08,1951728.0
2015-05-05,550.16,552.61,542.37,543.045,1426417.0,0.0,1.0,550.16,552.61,542.37,543.045,1426417.0
2015-05-04,550.99,556.69,547.39,552.84,1762952.0,0.0,1.0,550.99,556.69,547.39,552.84,1762952.0
2015-05-01,550.51,551.22,543.85,551.16,1713503.0,0.0,1.0,550.51,551.22,543.85,551.16,1713503.0
2015-04-30,558.56,561.11,546.72,548.77,2322032.0,0.0,1.0,558.56,561.11,546.72,548.77,2322032.0
2015-04-29,560.51,565.84,559.0,561.39,1669390.0,0.0,1.0,560.51,565.84,559.0,561.39,1669390.0
2015-04-28,564.32,567.83,560.96,564.37,1843018.0,0.0,1.0,564.32,567.83,560.96,564.37,1843018.0
2015-04-27,572.77,575.52,562.3,566.12,2383492.0,0.0,1.0,572.77,575.52,562.3,566.12,2383492.0
2015-04-24,580.05,584.7,568.35,573.66,4578940.0,0.0,1.0,580.05,584.7,568.35,573.66,4578940.0
2015-04-23,550.41,561.17,550.08,557.46,3170478.0,0.0,1.0,550.41,561.17,550.08,557.46,3170478.0
2015-04-22,543.06,551.0,541.32,549.18,1570258.0,0.0,1.0,543.06,551.0,541.32,549.18,1570258.0
2015-04-21,546.31,547.7745,542.21,542.925,1442266.0,0.0,1.0,546.31,547.7745,542.21,542.925,1442266.0
2015-04-20,533.75,545.8,533.35,544.53,1910594.0,0.0,1.0,533.75,545.8,533.35,544.53,1910594.0
2015-04-17,537.31,539.8,529.0,532.74,2440997.0,0.0,1.0,537.31,539.8,529.0,532.74,2440997.0
2015-04-16,538.35,545.229,538.1,543.52,1571030.0,0.0,1.0,538.35,545.229,538.1,543.52,1571030.0
2015-04-15,537.96,543.19,532.37,541.04,2337796.0,0.0,1.0,537.96,543.19,532.37,541.04,2337796.0
2015-04-14,546.57,546.57,535.74,539.78,2342596.0,0.0,1.0,546.57,546.57,535.74,539.78,2342596.0
2015-04-13,547.05,553.27,546.3,548.64,1451169.0,0.0,1.0,547.05,553.27,546.3,548.64,1451169.0
2015-04-10,549.57,549.85,544.98,548.54,1282347.0,0.0,1.0,549.57,549.85,544.98,548.54,1282347.0
2015-04-09,549.21,549.37,541.951,548.02,1609901.0,0.0,1.0,549.21,549.37,541.951,548.02,1609901.0
2015-04-08,546.0,551.5,546.0,548.84,1385017.0,0.0,1.0,546.0,551.5,546.0,548.84,1385017.0
2015-04-07,544.99,550.16,543.585,544.86,1351557.0,0.0,1.0,544.99,550.16,543.585,544.86,1351557.0
2015-04-06,538.84,545.54,535.7,543.95,1681225.0,0.0,1.0,538.84,545.54,535.7,543.95,1681225.0
2015-04-02,547.41,548.0,540.44,541.31,2359320.0,0.0,1.0,547.41,548.0,540.44,541.31,2359320.0
2015-04-01,554.83,558.5,546.03,549.49,1925379.0,0.0,1.0,554.83,558.5,546.03,549.49,1925379.0
2015-03-31,557.94,562.45,554.67,554.7,1709723.0,0.0,1.0,557.94,562.45,554.67,554.7,1709723.0
2015-03-30,560.25,562.16,556.79,561.135,1222401.0,0.0,1.0,560.25,562.16,556.79,561.135,1222401.0
2015-03-27,561.83,564.066,556.93,557.55,1709075.0,0.0,1.0,561.83,564.066,556.93,557.55,1709075.0
2015-03-26,564.65,567.19,558.31,563.64,2458419.0,0.0,1.0,564.65,567.19,558.31,563.64,2458419.0
2015-03-25,577.57,580.07,567.0,567.0,2592727.0,0.0,1.0,577.57,580.07,567.0,567.0,2592727.0
2015-03-24,568.54,581.88,568.09,577.54,3933147.0,0.0,1.0,568.54,581.88,568.09,577.54,3933147.0
2015-03-23,566.0,569.6399,563.06,565.37,1497254.0,0.0,1.0,566.0,569.6399,563.06,565.37,1497254.0
2015-03-20,566.71,567.1,564.48,564.95,2080126.0,0.0,1.0,566.71,567.1,564.48,564.95,2080126.0
2015-03-19,564.52,566.96,562.12,563.67,1223609.0,0.0,1.0,564.52,566.96,562.12,563.67,1223609.0
2015-03-18,557.73,566.51,553.5,566.16,1744483.0,0.0,1.0,557.73,566.51,553.5,566.16,1744483.0
2015-03-17,558.29,560.64,554.41,557.61,1431263.0,0.0,1.0,558.29,560.64,554.41,557.61,1431263.0
2015-03-16,556.93,563.75,551.32,561.64,1808310.0,0.0,1.0,556.93,563.75,551.32,561.64,1808310.0
2015-03-13,559.23,564.36,550.33,553.0,1735055.0,0.0,1.0,559.23,564.36,550.33,553.0,1735055.0
2015-03-12,558.48,561.84,555.53,561.17,1742622.0,0.0,1.0,558.48,561.84,555.53,561.17,1742622.0
2015-03-11,559.8,564.18,555.41,555.69,2026158.0,0.0,1.0,559.8,564.18,555.41,555.69,2026158.0
2015-03-10,568.475,569.762,559.82,559.85,2004024.0,0.0,1.0,568.475,569.762,559.82,559.85,2004024.0
2015-03-09,570.92,575.45,569.05,574.1,1174244.0,0.0,1.0,570.92,575.45,569.05,574.1,1174244.0
2015-03-06,582.0,582.78,572.06,572.9,1879619.0,0.0,1.0,582.0,582.78,572.06,572.9,1879619.0
2015-03-05,579.62,583.2,578.23,581.435,1795889.0,0.0,1.0,579.62,583.2,578.23,581.435,1795889.0
2015-03-04,576.97,581.63,572.52,578.33,1897566.0,0.0,1.0,576.97,581.63,572.52,578.33,1897566.0
2015-03-03,576.35,580.85,570.5,578.795,2526019.0,0.0,1.0,576.35,580.85,570.5,578.795,2526019.0
2015-03-02,567.0,575.99,563.15,575.02,2515699.0,0.0,1.0,567.0,575.99,563.15,575.02,2515699.0
2015-02-27,558.15,569.42,557.03,562.63,3414672.0,0.0,1.0,558.15,569.42,557.03,562.63,3414672.0
2015-02-26,545.74,560.1299,545.09,559.29,2700734.0,0.0,1.0,545.74,560.1299,545.09,559.29,2700734.0
2015-02-25,538.44,549.57,538.01,547.33,2041250.0,0.0,1.0,538.44,549.57,538.01,547.33,2041250.0
2015-02-24,531.55,539.4,531.0,538.65,1421363.0,0.0,1.0,531.55,539.4,531.0,538.65,1421363.0
2015-02-23,539.15,539.3,532.0,535.0,1641608.0,0.0,1.0,539.15,539.3,532.0,535.0,1641608.0
2015-02-20,547.58,547.58,538.1,541.8,1908756.0,0.0,1.0,547.58,547.58,538.1,541.8,1908756.0
2015-02-19,541.78,546.86,540.75,546.45,1540822.0,0.0,1.0,541.78,546.86,540.75,546.45,1540822.0
2015-02-18,543.82,547.55,539.55,542.65,1458545.0,0.0,1.0,543.82,547.55,539.55,542.65,1458545.0
2015-02-17,551.16,553.0,543.26,545.01,1955016.0,0.0,1.0,551.16,553.0,543.26,545.01,1955016.0
2015-02-13,547.51,552.54,546.6,551.16,2296223.0,0.0,1.0,547.51,552.54,546.6,551.16,2296223.0
2015-02-12,540.01,548.34,537.0,546.01,2426568.0,0.0,1.0,540.01,548.34,537.0,546.01,2426568.0
2015-02-11,539.73,541.95,536.0,538.0,1912037.0,0.0,1.0,539.73,541.95,536.0,538.0,1912037.0
2015-02-10,532.15,541.0,529.1725,540.16,2361724.0,0.0,1.0,532.15,541.0,529.1725,540.16,2361724.0
2015-02-09,531.6,533.88,527.55,529.28,1513331.0,0.0,1.0,531.6,533.88,527.55,529.28,1513331.0
2015-02-04,533.14,536.746,525.03,526.1,1689276.0,0.0,1.0,533.14,536.746,525.03,526.1,1689276.0
2015-02-03,529.94,537.45,526.81,533.3,2350796.0,0.0,1.0,529.94,537.45,526.81,533.3,2350796.0
2015-02-02,534.32,536.5,521.72,532.2,3754332.0,0.0,1.0,534.32,536.5,521.72,532.2,3754332.0
2015-01-30,519.17,543.1,518.18,537.55,6045153.0,0.0,1.0,519.17,543.1,518.18,537.55,6045153.0
2015-01-29,512.9,515.19,503.48,513.23,3685244.0,0.0,1.0,512.9,515.19,503.48,513.23,3685244.0
2015-01-28,525.0,525.69,512.35,512.43,1780578.0,0.0,1.0,525.0,525.69,512.35,512.43,1780578.0
2015-01-26,541.5,541.5,532.07,536.72,1546251.0,0.0,1.0,541.5,541.5,532.07,536.72,1546251.0
2015-01-23,538.03,545.41,535.7508,541.95,2295988.0,0.0,1.0,538.03,545.41,535.7508,541.95,2295988.0
2015-01-22,523.0,538.84,521.91,537.3,2799380.0,0.0,1.0,523.0,538.84,521.91,537.3,2799380.0
2015-01-21,510.82,521.851,509.59,520.39,2310371.0,0.0,1.0,510.82,521.851,509.59,520.39,2310371.0
2015-01-20,513.95,515.61,509.37,509.94,2338132.0,0.0,1.0,513.95,515.61,509.37,509.94,2338132.0
2015-01-15,508.89,509.75,502.01,504.09,2489096.0,0.0,1.0,508.89,509.75,502.01,504.09,2489096.0
2015-01-14,500.0,508.26,498.16,505.93,2591658.0,0.0,1.0,500.0,508.26,498.16,505.93,2591658.0
2015-01-13,502.57,508.6,497.26,501.8,3045918.0,0.0,1.0,502.57,508.6,497.26,501.8,3045918.0
2015-01-12,499.4,500.28,490.91,497.06,2852631.0,0.0,1.0,499.4,500.28,490.91,497.06,2852631.0
2015-01-08,501.0,507.5,495.02,506.91,3659573.0,0.0,1.0,501.0,507.5,495.02,506.91,3659573.0
2015-01-06,520.5,521.21,505.55,506.64,2722843.0,0.0,1.0,520.5,521.21,505.55,506.64,2722843.0
2015-01-05,527.15,527.9899,517.75,519.46,1958353.0,0.0,1.0,527.15,527.9899,517.75,519.46,1958353.0
2015-01-02,532.28,535.8,527.88,529.55,1243406.0,0.0,1.0,532.28,535.8,527.88,529.55,1243406.0
2014-12-31,537.74,538.4,530.2,530.66,1234599.0,0.0,1.0,537.74,538.4,530.2,530.66,1234599.0
2014-12-30,534.96,537.84,533.61,535.29,934340.0,0.0,1.0,534.96,537.84,533.61,535.29,934340.0
2014-12-26,536.93,543.25,535.49,541.52,1110859.0,0.0,1.0,536.93,543.25,535.49,541.52,1110859.0
2014-12-24,538.82,540.29,535.1,536.93,737748.0,0.0,1.0,538.82,540.29,535.1,536.93,737748.0
2014-12-23,535.0,542.3,533.72,538.77,2871371.0,0.0,1.0,535.0,542.3,533.72,538.77,2871371.0
2014-12-22,520.61,532.97,520.59,532.3,3309220.0,0.0,1.0,520.61,532.97,520.59,532.3,3309220.0
2014-12-19,513.12,520.81,508.86,520.04,4782893.0,0.0,1.0,513.12,520.81,508.86,520.04,4782893.0
2014-12-18,515.99,516.25,506.56,514.62,3869555.0,0.0,1.0,515.99,516.25,506.56,514.62,3869555.0
2014-12-17,500.0,509.07,499.11,506.45,3635128.0,0.0,1.0,500.0,509.07,499.11,506.45,3635128.0
2014-12-16,513.6,515.58,497.19,498.16,4340425.0,0.0,1.0,513.6,515.58,497.19,498.16,4340425.0
2014-12-15,523.76,525.37,515.397,515.84,2612183.0,0.0,1.0,523.76,525.37,515.397,515.84,2612183.0
2014-12-11,529.86,537.04,529.16,532.11,2069336.0,0.0,1.0,529.86,537.04,529.16,532.11,2069336.0
2014-12-10,535.9,539.36,527.49,528.04,2309514.0,0.0,1.0,535.9,539.36,527.49,528.04,2309514.0
2014-12-09,526.29,536.65,523.41,536.11,2165742.0,0.0,1.0,526.29,536.65,523.41,536.11,2165742.0
2014-12-05,536.28,538.2,527.26,528.08,3064702.0,0.0,1.0,536.28,538.2,527.26,528.08,3064702.0
2014-12-04,537.64,542.69,534.89,542.58,1629710.0,0.0,1.0,537.64,542.69,534.89,542.58,1629710.0
2014-12-02,539.45,541.85,534.657,538.59,2073656.0,0.0,1.0,539.45,541.85,534.657,538.59,2073656.0
2014-12-01,545.09,548.79,538.62,539.65,1983180.0,0.0,1.0,545.09,548.79,538.62,539.65,1983180.0
2014-11-28,546.51,549.6,544.4801,549.08,1209971.0,0.0,1.0,546.51,549.6,544.4801,549.08,1209971.0
2014-11-26,549.23,549.88,545.23,547.73,1480222.0,0.0,1.0,549.23,549.88,545.23,547.73,1480222.0
2014-11-25,547.4,552.5,546.91,549.23,1903587.0,0.0,1.0,547.4,552.5,546.91,549.23,1903587.0
2014-11-24,546.57,551.19,544.15,547.48,1651178.0,0.0,1.0,546.57,551.19,544.15,547.48,1651178.0
2014-11-21,551.04,551.04,545.0,545.89,2495482.0,0.0,1.0,551.04,551.04,545.0,545.89,2495482.0
2014-11-20,542.0,545.38,541.5,543.76,1748909.0,0.0,1.0,542.0,545.38,541.5,543.76,1748909.0
2014-11-19,544.75,548.22,539.19,547.2,1513108.0,0.0,1.0,544.75,548.22,539.19,547.2,1513108.0
2014-11-18,548.0,552.79,543.8,544.51,1815720.0,0.0,1.0,548.0,552.79,543.8,544.51,1815720.0
2014-11-17,555.19,555.19,544.44,546.64,1672965.0,0.0,1.0,555.19,555.19,544.44,546.64,1672965.0
2014-11-14,558.0,558.0,552.51,555.19,1424141.0,0.0,1.0,558.0,558.0,552.51,555.19,1424141.0
2014-11-13,560.81,560.8199,554.09,556.44,1509412.0,0.0,1.0,560.81,560.8199,554.09,556.44,1509412.0
2014-11-12,561.15,561.25,555.5,558.25,1091207.0,0.0,1.0,561.15,561.25,555.5,558.25,1091207.0
2014-11-11,558.52,562.5,556.2419,561.29,1096715.0,0.0,1.0,558.52,562.5,556.2419,561.29,1096715.0
2014-11-10,552.4,560.63,551.62,558.23,1298160.0,0.0,1.0,552.4,560.63,551.62,558.23,1298160.0
2014-11-07,555.46,555.6,549.35,551.82,1587716.0,0.0,1.0,555.46,555.6,549.35,551.82,1587716.0
2014-11-06,555.5,556.799,550.58,551.69,1644978.0,0.0,1.0,555.5,556.799,550.58,551.69,1644978.0
2014-11-04,560.96,564.79,558.3,564.19,1383767.0,0.0,1.0,560.96,564.79,558.3,564.19,1383767.0
2014-11-03,565.26,567.15,561.63,563.77,1532372.0,0.0,1.0,565.26,567.15,561.63,563.77,1532372.0
2014-10-31,568.0,568.73,564.81,567.87,2332081.0,0.0,1.0,568.0,568.73,564.81,567.87,2332081.0
2014-10-30,557.01,562.5,552.13,560.27,1525423.0,0.0,1.0,557.01,562.5,552.13,560.27,1525423.0
2014-10-29,561.05,564.97,555.98,558.45,2052215.0,0.0,1.0,561.05,564.97,555.98,558.45,2052215.0
2014-10-28,551.71,559.2,550.43,558.94,1730340.0,0.0,1.0,551.71,559.2,550.43,558.94,1730340.0
2014-10-27,547.76,554.0,547.2,549.88,1595746.0,0.0,1.0,547.76,554.0,547.2,549.88,1595746.0
2014-10-24,554.98,555.0,545.16,548.9,2172023.0,0.0,1.0,554.98,555.0,545.16,548.9,2172023.0
2014-10-23,548.28,557.4,545.5,553.65,2092756.0,0.0,1.0,548.28,557.4,545.5,553.65,2092756.0
2014-10-22,541.05,550.76,540.23,542.69,2973468.0,0.0,1.0,541.05,550.76,540.23,542.69,2973468.0
2014-10-21,537.27,538.77,530.2,538.03,2459395.0,0.0,1.0,537.27,538.77,530.2,538.03,2459395.0
2014-10-20,520.45,533.16,519.14,532.38,2742793.0,0.0,1.0,520.45,533.16,519.14,532.38,2742793.0
2014-10-17,539.52,543.45,518.41,522.97,5983253.0,0.0,1.0,539.52,543.45,518.41,522.97,5983253.0
2014-10-16,529.0,540.99,524.95,536.92,3716704.0,0.0,1.0,529.0,540.99,524.95,536.92,3716704.0
2014-10-15,542.27,543.915,528.422,540.73,3793154.0,0.0,1.0,542.27,543.915,528.422,540.73,3793154.0
2014-10-14,550.22,558.63,544.5,548.69,2602238.0,0.0,1.0,550.22,558.63,544.5,548.69,2602238.0
2014-10-13,554.76,560.875,544.43,544.75,2732097.0,0.0,1.0,554.76,560.875,544.43,544.75,2732097.0
2014-10-10,567.47,575.23,555.01,555.19,2965785.0,0.0,1.0,567.47,575.23,555.01,555.19,2965785.0
2014-10-09,582.25,582.53,569.03,570.81,2386518.0,0.0,1.0,582.25,582.53,569.03,570.81,2386518.0
2014-10-08,574.79,584.69,567.64,583.74,2200711.0,0.0,1.0,574.79,584.69,567.64,583.74,2200711.0
2014-10-07,585.02,585.85,574.1,574.1,1541147.0,0.0,1.0,585.02,585.85,574.1,574.1,1541147.0
2014-10-06,589.54,592.4,585.4,587.78,1283715.0,0.0,1.0,589.54,592.4,585.4,587.78,1283715.0
2014-10-03,584.1,588.29,583.5,586.25,1210069.0,0.0,1.0,584.1,588.29,583.5,586.25,1210069.0
2014-10-02,578.0,583.24,574.05,580.88,1533236.0,0.0,1.0,578.0,583.24,574.05,580.88,1533236.0
2014-10-01,587.2,588.72,578.02,579.63,1443580.0,0.0,1.0,587.2,588.72,578.02,579.63,1443580.0
2014-09-30,587.49,591.0,584.5,588.41,1544851.0,0.0,1.0,587.49,591.0,584.5,588.41,1544851.0
2014-09-29,582.15,589.31,581.57,587.81,1139598.0,0.0,1.0,582.15,589.31,581.57,587.81,1139598.0
2014-09-26,585.93,589.5739,585.0,587.9,1282391.0,0.0,1.0,585.93,589.5739,585.0,587.9,1282391.0
2014-09-25,596.99,598.07,584.74,585.25,1663961.0,0.0,1.0,596.99,598.07,584.74,585.25,1663961.0
2014-09-24,591.57,600.11,590.3,598.42,1755340.0,0.0,1.0,591.57,600.11,590.3,598.42,1755340.0
2014-09-23,595.0,596.65,590.24,591.18,1398949.0,0.0,1.0,595.0,596.65,590.24,591.18,1398949.0
2014-09-22,602.33,603.8,593.12,597.27,1773409.0,0.0,1.0,602.33,603.8,593.12,597.27,1773409.0
2014-09-19,599.81,605.4,597.76,605.4,4159048.0,0.0,1.0,599.81,605.4,597.76,605.4,4159048.0
2014-09-18,595.05,597.56,593.02,597.27,1488124.0,0.0,1.0,595.05,597.56,593.02,597.27,1488124.0
2014-09-17,589.51,596.07,587.12,593.29,1708230.0,0.0,1.0,589.51,596.07,587.12,593.29,1708230.0
2014-09-16,581.07,590.15,580.95,588.78,1571966.0,0.0,1.0,581.07,590.15,580.95,588.78,1571966.0
